courseId, courseName, courseDepartment, creditHours, description
RST515,Marketing in RST,Recreation  Sport  and Tourism,4 hours.,Examines quality service issues and service strategies needed to attain competitive advantage across leisure industries. Using a customer-focused management framework  the course focuses on customer satisfaction and retention  linking service quality  customer lifetime value  profitability segmentation  services mapping  understanding customer expectations and developing service and customer-focused relationship marketing strategies.
RST590,Doctoral Research Seminar and Colloquium,Recreation  Sport  and Tourism,1 hours.,Required of all doctoral students for four semesters. Presentations and discussions of current research by doctoral students  faculty members  visiting scholars  and professional leaders. Discussion of topics critical to the academic preparation of doctoral students will also be included  e.g.  ethics of conducting research  publication process  grantsmanship  and academic job search. Approved for S/U grading only. May be repeated for up to 4 credit hours toward degree requirements.
RST584,Management Internship,Recreation  Sport  and Tourism,2 TO 4 hours.,Work-study experience in the management aspects of leisure service delivery systems. Students are assigned to agencies in their special fields of study and are closely supervised by University faculty. Prerequisite: RST 484 or graduate standing.
RST335,Leisure and Consumer Culture,Recreation  Sport  and Tourism,3 hours.,Examination of contemporary patterns and meanings of leisure in a consumer society. Understanding of the impact of consumption on expressions of identity  gender  social class  race and ethnicity.
RST265,Principles of Coaching Wheelchair Basketball,Recreation  Sport  and Tourism,2 hours.,This course focuses on the pedagogy  content  and expertise needed to teach and coach the sport of wheelchair basketball. The course will provide students with an understanding of the fundamental concepts of wheelchair basketball  the functional classification system as it relates to an athlete's ability  appropriate feedback for wheelchair basketball players of various levels  the concept of long-term athlete development  and the intricacies of developing a seasonal plan for a wheelchair basketball team. None Prerequisite: RST 260 - Disability in Recreation  Sport and Tourism is recommended  or consent of instructor.
RST460,Event Management in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,3 hours.,This course will analyze event management and draw from the social sciences  finance  the arts  and related professional fields to examine the experiences and attributed meanings of planned events. In addition  students will acquire an in-depth knowledge of the specialized field of event management and become familiar with management techniques and strategies required for successful planning  promotion  implementation and evaluation of events within recreation  sport and tourism contexts. 3 undergraduate hours. No graduate credit. Prerequisite: RST 210  RST 240  RST 325 or consent of instructor.
RST430,Sport &amp; Development,Recreation  Sport  and Tourism,3 hours.,This course will provide an overview of sport development and sport for development  and the linkages and intersections between the two concepts. Sport development is concerned with the creation and management of systems designed to optimize participation in sport  and the movement of athletes both vertically and horizontally through the sport system. Sport for development focuses on the use of sport to potentially achieve social change and development outcomes at the individual  community  and societal levels. Invariably  these concepts are linked  and one cannot exist without the other. Each module will take an integrative approach and examine sport development and sport for development concurrently  with focus on practical applications of all concepts. 3 undergraduate hours. No graduate credit. Prerequisite: RST 130 and RST 354 or consent of instructor.
RST270,Sport and Sustainability,Recreation  Sport  and Tourism,3 hours.,This course will analyze the impacts of sustainable activities on event and facility design  marketing strategies  and financial statements  and investigate the linkage between the environment and management in a sport context. Over 8 modules  students will identify theoretical perspectives and related empirical implications  develop specific program recommendations based on readings and dialogue  and apply concepts via online discussion  practical application  self-reflection  and program development exercises.
RST459,Heritage Management,Recreation  Sport  and Tourism,3 OR 4 hours.,Same as ANTH 460 and LA 460. See ANTH 460.
RST440,HR Management in RST,Recreation  Sport  and Tourism,3 hours.,Concepts  principles  and objectives of supervision; the nature of the supervisory relationship; supervisory functions and processes; identification and application of methods and techniques; organizational and operational patterns of supervision in recreation and park settings. 3 undergraduate hours. No graduate credit.
RST555,Diversity in Leisure Behavior,Recreation  Sport  and Tourism,4 hours.,Examines diversity as it relates broadly to leisure behavior and services  and quality of life issues. Examines leisure diversity in terms of sexual identity  age  social class  gender  race  ethnicity  as well as mental and physical ability.
RST516,Finance &amp; Budgeting in RST,Recreation  Sport  and Tourism,4 hours.,Addresses the financial needs of organizations in recreation  sport and tourism. Students are introduced to the terminology and financial measurement tools used by academics and firms in the industry. Current economic issues  revenue streams  and budgeting are emphasized. Students develop the ability to critically assess the financial strengths and vulnerabilities of individual organizations and the field as a whole. An in-depth examination of an organization's internal and external environment in recreation  sport or tourism serves as the capstone.
RST465,Event Implementation and Evaluation in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,3 hours.,This course is the second of a two course event capstone series. The first class (RST 460) examines the core basics from idea generation through initial planning stages. This course (RST 465) builds on material covered in the first course and includes an in-depth  thorough  and critical examination of the event experience including the roles of the event manager  event planning strategies  marketing and sponsorship concepts  legal aspects  staff management  budgeting  and evaluation. 3 undergraduate hours. No graduate credit. Prerequisite: RST 460.
RST520,Critical Issues Sport Mgt,Recreation  Sport  and Tourism,4 hours.,An analysis of the sport industry with special emphasis given to the role and function of the sport manager. Addresses advanced issues related to organizational theory  finance  marketing  sponsorship  contemporary management and leadership  decision making and strategic planning.
RST586,Health and Leisure in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,4 hours.,In this graduate course  current issues and trends in research and practice on the topics of leisure  health and wellness across the lifespan are examined as they relate to RST. The variety of ways leisure/recreation affects health/well-being and how health/well-being affects leisure is examined from the perspectives of many disciplines. This course also emphasizes RST policy and program implications and approaches to research and program evaluation (e.g.  methodologies  translational  transformative  community participatory). Same as HDFS 586. 4 graduate hours. No professional credit.
RST594,Special Topics in Leisure,Recreation  Sport  and Tourism,2 TO 4 hours.,Lecture courses in topics of current interest; specific subject matter will be announced in the Class Schedule. Prerequisite: Will be determined for each section offered and will be indicated in the Class Schedule.
RST480,Orientation to Internship,Recreation  Sport  and Tourism,1 hours.,Prepares and places students in the RST Internship (RST 485). Topics include placement requirements and policies  resume preparation  interviewing skills  acquiring letters of application  and the roles and issues of professional practice. 1 undergraduate hour. No graduate credit.
RST518,Event Management,Recreation  Sport  and Tourism,4 hours.,Analyze special events from theoretical and applied perspectives and draw from the social sciences  management  the arts  and related professional fields to analyze the experience and attributed meanings of planned events. Students will acquire an in-depth knowledge of the specialized field of event management and become familiar with techniques and strategies required for successful planning  promotion  implementation and evaluation of special events within recreation  sport and tourism contexts.
RST485,Internship,Recreation  Sport  and Tourism,12 hours.,The internship course requires you to complete a minimum of 400 hours over 10 weeks with an agency that relates to your major. The course is designed to enhance the internship experience by leading you through practical steps that empower you in the learning/working experience  practice skills and concepts presented in academic classes  explore areas of personal and professional interest  and by introducing problem and conflict solving techniques. 12 undergraduate hours. No graduate credit. Approved for S/U grading only. Prerequisite: RST 100  RST 101  RST 200  RST 255  RST 210  RST 240  RST 325  RST 480  and one of the following - RST 120  RST 130  or RST 150. Restricted to students with Junior or Senior standing.
RST502,Critical Issues Recreation Mgt,Recreation  Sport  and Tourism,4 hours.,In-depth study of the public administrative functions in large complex organizational structures; development of an understanding of change and evolution in leisure service agencies as related to the internal and external environments; study of various management styles and situations in leisure service agencies. Same as NRES 504. 4 graduate hours. No professional credit. Prerequisite: Basic course in administration or organization of leisure service agencies.
RST593,Special Problems,Recreation  Sport  and Tourism,2 TO 4 hours.,Independent research on special projects. May be repeated. Prerequisite: Open only to students majoring in recreation  sport and tourism.
RST551,Contemporary Issues in Leisure,Recreation  Sport  and Tourism,4 hours.,Provides students with a greater understanding and appreciation of the various disciplines that influence  and are related to  leisure. Examines how these disciplines might influence future research in leisure studies. Prerequisite: RST 550.
RST550,Theory and Methods of Leisure,Recreation  Sport  and Tourism,4 hours.,Surveys concepts  methods  and problems of leisure research that are common to community recreation  sport and tourism. Histories of theoretical and methodological development are discussed  appreciated and critiqued. Examines the development of ideas through literature  with discussion centered on explaining the evolution of a given concept.
RST255,Ethical Issues in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,2 hours.,Explores ethical issues related to government  recreational sport  sport tourism and travel  journalism and media  education  coaching  and business. Students become familiar with concepts and principles of applied ethics and gain insight in to the complexity of ethical issues in recreation  sport and tourism.
RST503,Adv Leisure Research Methods,Recreation  Sport  and Tourism,4 hours.,Examines methods and techniques of conducting and evaluating leisure research; experimental and survey designs and procedures; data collection  reduction and analysis. Prerequisite: RST 100 or equivalent; RST 370 or equivalent; a course in introductory statistics.
RST210,Management in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,3 hours.,This course will introduce students to management issues in the field of recreation  sport  and tourism. Students will be encouraged to begin thinking like a manager and to develop skills related to using management techniques and theories to solve problems that arise in the RST industry. The course will address foundational concepts related to: 1) the RST industry (e.g.  sectoral differences  organizational structures and types); 2) management of RST organizations (e.g.  leadership  ethics  management theory); and 3) skills to effectively manage human  financial  and marketing resources. This course is intended to prepare students for more advanced courses related to management in RST.
RST230,Diversity in Recreation  Sport  and Tourism,Recreation  Sport  and Tourism,3 hours.,Course is designed to increase awareness and knowledge of the needs of members of ethnic and racial minorities  people of lower socio-economic status  women  older adults  people of alternative lifestyles  and people with disabilities when it comes to recreation  sport  and tourism services. It introduces students to concepts and factors that influence the delivery of recreation  sport  and tourism services to diverse populations. Same as HDFS 263 and KIN 230.
RST199,Undergraduate Open Seminar,Recreation  Sport  and Tourism,1 TO 5 hours.,Covering various topics for undergraduates in Recreation  Sport &amp; Tourism. Additional fees may apply. See Class Schedule. Approved for Letter and S/U grading. May be repeated  as topics vary.
RST429,Contemporary Issues in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,4 hours.,Provides a capstone experience to encourage critical and creative thinking regarding knowledge students accrued from prior courses. The first eight weeks students will meet as a whole and focus on leisure concepts in general  and the second eight weeks students will focus on their specific concentration  (Sport Management  Tourism  or Community Recreation). 4 undergraduate hours. 4 graduate hours. Prerequisite: RST 120  or RST 130  or RST 150  and senior status.
RST225,Environmental Politics &amp; Policy,Recreation  Sport  and Tourism,3 hours.,Same as PS 225. See PS 225.
RST393,Special Problems,Recreation  Sport  and Tourism,1 TO 3 hours.,Special projects in research and independent investigation in any phase of health  physical education  recreation  or related areas selected by the student. May be repeated to a maximum of 6 hours. Prerequisite: Junior or senior standing; grade-point average of 3.0; consent of academic advisor  instructor  and head of department.
RST216,Technology in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,3 hours.,An 8-week online class that will assist students in understanding technological advances in recreation  sport and tourism behavior and management through virtual reality (VR) demonstrations and class debates; discussing technology adoption rates in eastern and western cultures and contexts by examining global trends in technology innovations; and critiquing technology’s impacts on personal lives  experiences  and worldviews.
RST501,Concepts &amp; Applications in Recreation  Sport &amp; Tourism,Recreation  Sport  and Tourism,4 hours.,Basic philosophical  historical  and scientific foundations and developments in leisure and recreation; analyses of the significance of leisure in modern societies; critical review of major writings in the field with attention to particular special problem areas and current issues. Prerequisite: RST 100 or equivalent.
RST570,Cultural Aspects of Tourism,Recreation  Sport  and Tourism,4 hours.,Develops an advanced understanding of relationships between tourists and the toured  including in-depth knowledge of the phenomenon of tourism and its consequences for individuals and societies. Examines the complexity of movement of peoples across cultural boundaries  coupled with theories related to authenticity  modernity  image creation  social justice  diversity  and representation of social  racial and ethnic groups. Same as ANTH 570. Prerequisite: Graduate standing.
RST300,Leisure Programming,Recreation  Sport  and Tourism,3 hours.,Develops understanding of the process of leisure/recreation programming and the practical aspects of program design and delivery. Prerequisite: RST 100.
RST390,Honors,Recreation  Sport  and Tourism,2 hours.,Same as CHLH 390 and KIN 390. See KIN 390.
RST150,Foundations of Tourism,Recreation  Sport  and Tourism,3 hours.,Survey of travel and tourism with emphasis upon tourist behavior  motivations  preferences  decision-making  attractions  transportation services  facilities and information sources. Examines travel and tourism as an element of leisure service delivery from an interdisciplinary perspective.
RST205,Issues in Intercollegiate Athletics: The Big Ten Conference,Recreation  Sport  and Tourism,3 hours.,For more than 120 years THE BIG TEN has set the standard for college sports. This course will take an historical review of the important decisions and policies conference leaders have made to shape and define the league. With insights and analyses from Big Ten executives  the course will critically examine factors and variables that led to the Rose Bowl partnership  conference expansion  the Big Ten Network  and bold initiatives in growing women's sports. Prerequisite: RST 130 recommended but not required.
RST260,Disability in Recreation  Sport and Tourism,Recreation  Sport  and Tourism,3 hours.,This course explores issues affecting recreation  sport  tourism (RST) opportunities and access for people with physical  sensory  developmental  and cognitive disabilities. With the goal of increasing knowledge and skills necessary to enhance RST opportunities for people with disabilities  this course focuses on exploring disability characteristics and RST service provider strategies for reducing barriers to and providing accommodations for participation.
RST224,Politics of the National Parks,Recreation  Sport  and Tourism,2 OR 3 hours.,Same as PS 224. See PS 224.
RST441,Community Planning and Engagement,Recreation  Sport  and Tourism,3 OR 4 hours.,This project-based course will provide students with a practical opportunity to serve a community in Illinois. This course focuses on the planning process related to outdoor recreational use of lands in the public domain and seeks to develop a deeper understanding of how to inventory  analyze  and create a strategic vision for recreational services in communities. We will build on the students' knowledge from other RST courses (e.g. RST 210: Management in RST  RST 240: Financial Resource Management  and RST 325: Leisure Service Marketing) and incorporate literature reflective of current research and past trends in leisure  psychology  sociology  urban planning  and landscape architecture. Additional fees may apply. See Class Schedule. 3 undergraduate hours. 4 graduate hours. Graduate-level coursework: This course may be taken as a 4-credit graduate level course. Graduate students enrolled in this class will be expected to take on additional responsibilities and leadership roles including the development and analysis of an electronic survey that will be used to better understand the needs of the community. Prerequisite: Junior standing; or consent of instructor.
RST301,Sport Brand Management,Recreation  Sport  and Tourism,3 hours.,Provides an in-depth study of sport brand management. Students will learn how to build and manage brands pursuant to the development of brand equity and how to brand architecture strategies and manage brands over time and across geographic boundaries. Students will apply theories and models of branding to sport branding scenarios and making sound business decisions. Student will gain an understanding of the importance of branding and its impact on consumer behavior. Prerequisite: RST 325 (Marketing in Recreation  Sport and Tourism) or equivalent marketing course or consent of instructor.
RST218,Entrepreneurship,Recreation  Sport  and Tourism,3 hours.,In-depth study of the delivery of leisure services in the for-profit sector. Covers the scope and administrative functions of recreation enterprises  including an analysis of planning  controlling  and developing recreation enterprises.
RST242,Nature and American Culture,Recreation  Sport  and Tourism,3 hours.,Appreciation and critique of cultural meanings associated with American natural landscapes. Traditional perspectives including colonial American  romantic  and science-based conservation are characterized  as well as revisionist themes aligned with gender  cultural pluralism  and societal meanings of parks and protected areas. Implications of diversity in cultural meanings toward nature are developed and provide the basis for assessing tenets of contemporary environmental policy and supporting concepts associated with community-based conservation. Same as LA 242 and NRES 242.
RUSS201,Second-Year Russian I,Russian,4 hours.,Oral-aural practice  systematic functional grammar  reading  and writing. Prerequisite: RUSS 102 or equivalent.
RUSS101,First-Year Russian I,Russian,4 hours.,Oral-aural practice and elements of grammar  reading  and writing. For students who have no credit in Russian.
RUSS102,First-Year Russian II,Russian,4 hours.,Continuation of RUSS 101. Oral-aural practice and elements of grammar  reading  and writing. Prerequisite: RUSS 101.
RUSS115,Intro to Russian Culture,Russian,3 hours.,Introduction to the culture of Russia and the USSR. Course addresses two central themes. First  the very distinctiveness of Russian culture  and the functions of  that notion within Russia and for outsiders; Second  Russia as a cultural space between East and West. We will explore Russian culture through the following  the language(s); foundational narratives of collective memory going back to the medieval times; the cultural impact of colonial subjugation both by and of peoples to the East  South  and West; Russian Orthodoxy's connection with the political and cultural spheres; peak achievements in literature  music  architecture and visual arts. Same as REES 116.
RUSS512,Russian Literature 1855-1905,Russian,4 hours.,Graduate-level survey of Russian literature of the second half of the nineteenth century  tracing the emergence  blossom  and decline of the great Russian realist novel  as well as the social and ideological debates of the 1850s and 1860s that were that form's most significant context. Explores the emergence and varied meanings of the term "realism" in Russian literature and criticism of the nineteenth century and will cover the rise of the short form in the 1880s and then  of Russian Decadence/Symbolism in the 1890s. Key developments in Russian drama will also be covered: Ostrovskii  Sukhovo-Kobylin  Chekhov and the Moscow Art Theater. Prerequisite: Ability to read in Russian.
RUSS520,Russian Writers,Russian,4 hours.,Study of a Russian author's works in the original Russian  historical and philosophical contexts  current critical approaches. May be repeated to a maximum of 8 hours.
RUSS322,Dostoevsky,Russian,3 hours.,Introduction to the major works of Fyodor Mikhailovich Dostoevsky. No Russian required. Same as CWL 324 and ENGL 322. May be repeated up to 6 credit hours in separate terms. Prerequisite: At least one other college literature course or consent of instructor.
RUSS219,Russian Cinema Survey,Russian,3 hours.,Survey of Russian and Soviet film  from Eisenstein to the present. Weekly film screenings. No knowledge of Russian required.
RUSS524,Pushkin,Russian,4 hours.,Study of Alexander Pushkin's works in the original Russian  of their historical context  and of current critical approaches to Pushkin's works. 4 graduate hours. No professional credit.
RUSS261,Intro Russian-Jewish Culture,Russian,3 hours.,Introduction to the interaction of the intellectual  artistic  political  social  and religious life of the Jewish community in Russia through film  literature  art and historical record. Same as HIST 261.
RUSS402,Fourth Year Russian II,Russian,3 hours.,Practice in advanced speaking  listening  reading  and writing  based upon reading selected from current fiction and non- fiction  and covering a wide variety of styles: literary  conversational  scientific  etc. Course taught in Russian. Students are expected to write essays and give oral reports based on what they read in class and on their outside interests. 3 undergraduate hours. 3 graduate hours. Prerequisite: RUSS 401 or consent of instructor.
RUSS535,Nabokov,Russian,4 hours.,Study of Nabokov's Russian and American novels in the original Russian and English  read in a comparative and theoretical context. Same as CWL 535. Prerequisite: Knowledge of Russian or consent of instructor.
RUSS461,Russia and the Other,Russian,3 OR 4 hours.,Interdisciplinary and comparative topics including  but not limited to: Russia and the West  Russia and the East  the Cold War  and post-Soviet cultural studies. Same as CWL 466. 3 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 8 graduate hours. Prerequisite: Russian course at the 200 or 300 level or consent of instructor.
RUSS502,Russian for Grad Students II,Russian,4 hours.,Continuation of Russian 501. Provides training in academic Russian for graduate students in social sciences and humanities. Designed for advanced learners of Russian who are interested in developing more specialized language skills. The content of the course will be tailored to the needs of the specific group. May be repeated to a maximum of 8 hours. Prerequisite: RUSS 501 or consent of instructor.
RUSS335,Nabokov,Russian,3 hours.,Nabokov' s Russian and American novels read in a comparative context. All works in English  no knowledge of Russian is required. Same as CWL 335. Prerequisite: At least one other college-level literature course or consent of instructor.
RUSS523,Tolstoy,Russian,4 hours.,Study of Tolstoy's works in the original Russian  of their historical and philosophical context  and of current critical approaches to Tolstoy's works. 4 graduate hours. No professional credit.
RUSS511,Russian Literature 1800-1855,Russian,4 hours.,Graduate-level study of major literary trends and developments in Russian literature from 1800-1855  from early romanticism to the emergence of a realist tradition  in criticism  drama  poetry  and prose. Prerequisite: Ability to read in Russian.
RUSS521,Gogol,Russian,4 hours.,Study of Nikolai Gogol's works in the original Russian  historical contexts  and current critical approaches. 4 graduate hours. No professional credit.
RUSS466,Russian Women's Writing,Russian,3 OR 4 hours.,Study of fiction and non-fiction writing by Russian women  including discussion of historical context and feminist theory. 3 undergraduate hours. 4 graduate hours. Prerequisite: One literature course in the Slavic department at the 200 or 300 level  or consent of instructor.
RUSS522,Dostoevsky,Russian,4 hours.,Study of Dostoevsky's works in the original Russian  historical and philosophical contexts  current critical approaches. May be repeated to a maximum of 8 hours.
RUSS305,Business Russian,Russian,3 hours.,Basic tools and skills for conducting business in Russian  including introduction to Russian economy  banking  insurance  media  internet technology  advertising  law and culture  practicum in writing the c.v and business correspondence in Russian. Prerequisite: Successful completion of RUSS 301 or consent of instructor.
RUSS302,Third Year Russian II,Russian,3 hours.,Practice in intermediate-level speaking  listening  reading  and writing  based upon advanced grammar and conversation topics and upon readings from current fiction and non-fiction. Students are expected to write essays and give oral reports based on in-class assignments and outside Interests. Prerequisite: RUSS 301 or consent of department.
RUSS220,Golden Age of Russian Lit,Russian,3 hours.,Survey of Russian literature in the long 19th century; romanticism  realism  nationalism  orientalism  empire; writers may include Pushkin  Gogol  Lermontov  Pavlova  Turgenev  Dostoevsky  Tolstoy  Chekhov  and others; reading and discussion in English. Same as CWL 227.
RUSS199,Undergraduate Open Seminar,Russian,1 TO 5 hours.,May be repeated.
RUSS225,Russian Lit and Revolution,Russian,3 hours.,Major works from 1900 to the present; futurism  modernism  Stalinism  post-modernism  and after; writers may include Mayakovsky  Babel  Olesha  Akhmatova  Bulgakov  Nabokov  Solzhenitsyn  Tolstaya  and others; readings and discussion in English. Same as CWL 249.
RUSS325,Chekhov,Russian,3 hours.,Introduction to the major works of playwright and author Anton Chekhov. Same as CWL 325 and THEA 362. Prerequisite: At least one other literature course or consent of instructor.
RUSS465,Russian-Jewish Culture,Russian,3 OR 4 hours.,Study of Russian-Jewish cultural  social  and political life through literature and film. No Russian required. 3 undergraduate hours. 4 graduate hours. Prerequisite: One literature course in the Slavic department at the 200 or 300 level  or consent of instructor.
RUSS122,Russia and Black America,Russian,3 hours.,A survey of the interactions and intersections between key African American figures and cultural practices  and Russian imperial  Soviet  and post-Soviet culture  in a historical  social  and political context  with emphasis on Russian-sourced cultural transfers that influenced and sometimes shaped the Black American experience and which functioned as the currency and medium of the African American–Russian connection. Same as CWL 122.
RUSS460,Russian Culture Studies,Russian,3 OR 4 hours.,Role of Russian literature in the social  political  and intellectual life of Russia from the 1840s to the present. Same as CWL 440. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Junior standing.
RUSS202,Second-Year Russian II,Russian,4 hours.,Systematic review of the structure of Russian covered in RUSS 101  RUSS 102  and RUSS 201 through class lectures  drills  and homework exercises. Prerequisite: RUSS 201.
RUSS418,18th Century Literature,Russian,3 OR 4 hours.,Reading of texts; historical and literary background of the period. 3 undergraduate hours. 4 graduate hours.
RUSS424,Russian Modernism,Russian,3 OR 4 hours.,Representative works of the period 1880 to 1917  with emphasis on Chekhov  Gorky  and Blok; readings for non-majors and class discussions in English. Same as CWL 457. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Junior standing or consent of instructor.
RUSS501,Russian for Grad Students I,Russian,4 hours.,Provides training in academic Russian for graduate students in social sciences and humanities. Designed for advanced learners of Russian who are interested in developing more specialized language skills. The content of the course will be tailored to the needs of the specific group. May be repeated to a maximum of 8 hours. Prerequisite: RUSS 402 or consent of instructor.
RUSS323,Tolstoy,Russian,3 hours.,Introduction to the major works of Lev Tolstoy. No Russian required. Same as CWL 323 and ENGL 323. May be repeated up to 6 credit hours in separate terms  if topics vary. Prerequisite: One other college literature course or consent of instructor.
RUSS260,Medicine &amp; Russian Literature,Russian,3 hours.,Examines cultural significance of medicine and the figure of the physician  and understandings of illness and health  primarily in literature of Russia and the USSR from the 1860s to present. Asks what larger issues are at stake in the literary representation of medical practice by physicians and non-physicians alike in the Russian and Soviet contexts; investigates what medicine and literature offer each other  and the bearing on this of the latter's formal  aesthetic qualities. Considers how medical practice is conditioned by the broader culture  how medical discourse  knowingly or unknowingly  'borrows' from  is conditioned by  or otherwise reciprocally involved with other greater or peripheral discursive spheres. Reads fiction by leading literary figures who were physicians (Chekhov  Bulgakov  Veresaev  and Aksyonov); fiction by "lay" authors about doctors and medical practice (such as Solzhenitsyn); memoirs by physicians (tales of training and practice  apologies  denunciations); memoirs by patients; 'real' and fictional case histories; theoretical and methodological readings.
RUSS401,Fourth Year Russian I,Russian,3 hours.,Practice in advanced speaking  listening  reading  and writing  based upon reading selected from current fiction and non- fiction  and covering a wide variety of styles: literary  conversational  scientific  etc. Course taught in Russian. Students are expected to write essays and give oral reports based on what they read in class and on their outside interests. 3 undergraduate hours. 3 graduate hours. Prerequisite: Three years of college Russian or consent of instructor.
RUSS445,Problems in Realism,Russian,3 OR 4 hours.,Study of the major texts of nineteenth century Russian realism  including works by Turgenev  Goncharov  Nekrasov  Dostoevsky  and Tolstoy. Historical background  relevant intellectual currents  textual analysis  and connections with Western European realist authors. Same as CWL 445. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Consent of instructor.
RUSS301,Third Year Russian I,Russian,3 hours.,Grammar review; training in writing Russian; translation from English and free composition. Prerequisite: RUSS 202 or consent of instructor.
RUSS493,Honors Senior Thesis,Russian,2 hours.,Intended primarily for candidates for honors in Russian but open to other seniors. 2 undergraduate hours. No graduate credit. May be repeated. Prerequisite: Senior standing.
RUSS438,Modern Russian Poetry,Russian,3 OR 4 hours.,Study of major Russian poets and their works from romanticism to the present. Historical background  textual analysis and connections with Western European poetry. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Consent of instructor.
RUSS474,Russian Translation,Russian,3 OR 4 hours.,Theory and practice of translation in Russia from the eighteenth century to the present; "literal" versus "creative" translation; and practical work in translation into English of various Russian texts. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: RUSS 302 or equivalent.
RUSS320,Russian Writers,Russian,3 hours.,Focused study of the work of a single Russian writer  or the comparison of that writer with another major author  in translation. No Russian required. Same as CWL 321. May be repeated in separate terms to a maximum of 6 hours  if topics vary. Prerequisite: At least one other college literature course or consent of instructor.
RUSS444,Problems in Romanticism,Russian,3 OR 4 hours.,Study of major authors of the romantic period  and some lesser authors. Historical background  textual analysis  and connections with Western European romanticism. Same as CWL 444. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Consent of instructor.
RUSS290,Readings in Russian,Russian,1 TO 4 hours.,Individual topics or projects chosen in consultation with a Slavic Department representative. May be repeated to a maximum of 8 hours. Prerequisite: RUSS 202 or equivalent proficiency.
SAME199,Undergraduate Open Seminar,South Asian and Middle Eastern Studies,1 TO 5 hours.,Special topics in Middle Eastern or South Asian studies; content is variable. May be repeated in the same or separate terms if topics vary.
SAME520,Hindu Pilgrimage  Power &amp; Place,South Asian and Middle Eastern Studies,4 hours.,Same as REL 520. See REL 520.
SAME490,Special Topics,South Asian and Middle Eastern Studies,3 OR 4 hours.,Study of selected topics in Middle Eastern studies; content is variable. Check Class Schedule for specific topics each semester. 3 undergraduate hours. 4 graduate hour. May be repeated in separate terms as topics vary to a maximum of 6 undergraduate hours or 12 graduate hours.
SAME211,The Arab-Israeli Conflict,South Asian and Middle Eastern Studies,3 hours.,Same as CWL 211 and JS 211. See CWL 211.
SAME208,Cultures &amp; Literatures of South Asia,South Asian and Middle Eastern Studies,3 hours.,Same as ASST 208  CWL 208 and REL 208. See REL 208.
SAME150,Lang&amp;Culture of Arab World,South Asian and Middle Eastern Studies,3 hours.,Same as ARAB 150. See ARAB 150.
SAME212,Israeli Cinema and Television,South Asian and Middle Eastern Studies,3 hours.,Same as CWL 212 and JS 212. See JS 212.
SAME408,Islam &amp; Politics in Mid. East,South Asian and Middle Eastern Studies,3 OR 4 hours.,Same as PS 408 and REL 408. See REL 408.
SAME341,Love &amp; Sex in Hebrew Lit,South Asian and Middle Eastern Studies,3 hours.,Same as CWL 341  JS 341 and REL 340. See CWL 341.
SAME152,The New Middle East,South Asian and Middle Eastern Studies,3 hours.,Same as PS 152. See PS 152.
SAME250,Introduction to Middle East Studies,South Asian and Middle Eastern Studies,3 hours.,Introduction to the study of the region known as the "Middle East." Students will gain an appreciation of the variety of cultures  ethnicities  and religious traditions in the region  as well as how recent history has changed long standing norms  and the resulting challenges.
SAME403,Women in Muslim Societies,South Asian and Middle Eastern Studies,3 OR 4 hours.,Same as ANTH 403  GLBL 403  GWS 403  HIST 434  and REL 403. See REL 403.
SAME481,Muslim Ethics in Global Age,South Asian and Middle Eastern Studies,3 OR 4 hours.,Same as REL 481. See REL 481.
SAME265,Central Asian Societies,South Asian and Middle Eastern Studies,3 hours.,Same as REES 265 and SOC 265. See SOC 265.
SAME223,The Qur'an (Koran),South Asian and Middle Eastern Studies,3 hours.,Same as CWL 223  REL 223. See REL 223.
SAME454,Topics in Israeli Lit &amp;Culture,South Asian and Middle Eastern Studies,3 OR 4 hours.,Same as CWL 454 and JS 454. See CWL 454.
SAME350,South Asian Goddesses,South Asian and Middle Eastern Studies,3 hours.,Same as CWL 350 and REL 350. See REL 350.
SAME599,Thesis Research,South Asian and Middle Eastern Studies,0 TO 8 hours.,Researching and writing a thesis in consultation with a faculty adviser. 0 to 8 graduate hours. No professional credit. Approved for S/U grading only. May be repeated in separate semesters to a maximum of 8 hours. Prerequisite: Enrollment in the M.A. program in Middle Eastern or South Asian Studies and consent of the Director of the Center for South Asian and Middle Eastern Studies.
SAME325,Social Media and Global Change,South Asian and Middle Eastern Studies,3 hours.,Same as AFST 325  ASST 325  EPOL 325  EPS 325  EURO 325  INFO 325  LAST 325  and REES 325. See EPS 325.
